Jurisdiction,Not in ICU,ICU,Date,Active outbreaks in aged care homes as at 13 Sep 2022,Active outbreaks in aged care homes as at 20 Sep 2022,Active outbreaks in aged care homes as at 21 Sep 2022,Active outbreaks in aged care homes as at 28 Sep 2022,Active outbreaks in aged care homes as at 05 Oct 2022,Active outbreaks in aged care homes as at 12 Oct 2022,Active outbreaks in aged care homes as at 19 Oct 2022,Active outbreaks in aged care homes as at 26 Oct 2022,Active outbreaks in aged care homes as at 02 Nov 2022,Active outbreaks in aged care homes as at 09 Nov 2022,Active outbreaks in aged care homes as at 16 Nov 2022
ACT,41.0,2.0,2022-03-08,,,,,,,,,,,
NSW,1027.0,43.0,2022-03-08,,,,,,,,,,,
NT,44.0,1.0,2022-03-08,,,,,,,,,,,
QLD,248.0,20.0,2022-03-08,,,,,,,,,,,
SA,84.0,13.0,2022-03-08,,,,,,,,,,,
TAS,10.0,4.0,2022-03-08,,,,,,,,,,,
VIC,174.0,29.0,2022-03-08,,,,,,,,,,,
WA,48.0,0.0,2022-03-08,,,,,,,,,,,
Australia,1625.0,112.0,2022-03-09,,,,,,,,,,,
ACT,35.0,2.0,2022-03-09,,,,,,,,,,,
NSW,999.0,39.0,2022-03-09,,,,,,,,,,,
NT,32.0,1.0,2022-03-09,,,,,,,,,,,
QLD,243.0,19.0,2022-03-09,,,,,,,,,,,
SA,75.0,15.0,2022-03-09,,,,,,,,,,,
TAS,10.0,4.0,2022-03-09,,,,,,,,,,,
VIC,164.0,32.0,2022-03-09,,,,,,,,,,,
WA,67.0,0.0,2022-03-09,,,,,,,,,,,
Australia,1580.0,108.0,2022-03-10,,,,,,,,,,,
ACT,35.0,2.0,2022-03-10,,,,,,,,,,,
NSW,952.0,39.0,2022-03-10,,,,,,,,,,,
NT,31.0,2.0,2022-03-10,,,,,,,,,,,
QLD,235.0,17.0,2022-03-10,,,,,,,,,,,
SA,80.0,11.0,2022-03-10,,,,,,,,,,,
TAS,11.0,5.0,2022-03-10,,,,,,,,,,,
VIC,156.0,32.0,2022-03-10,,,,,,,,,,,
WA,80.0,0.0,2022-03-10,,,,,,,,,,,
Australia,1588.0,101.0,2022-03-11,,,,,,,,,,,
ACT,30.0,1.0,2022-03-11,,,,,,,,,,,
NSW,959.0,39.0,2022-03-11,,,,,,,,,,,
NT,28.0,1.0,2022-03-11,,,,,,,,,,,
QLD,234.0,16.0,2022-03-11,,,,,,,,,,,
SA,78.0,10.0,2022-03-11,,,,,,,,,,,
TAS,12.0,4.0,2022-03-11,,,,,,,,,,,
VIC,158.0,27.0,2022-03-11,,,,,,,,,,,
WA,89.0,3.0,2022-03-11,,,,,,,,,,,
Australia,1558.0,97.0,2022-03-12,,,,,,,,,,,
ACT,29.0,1.0,2022-03-12,,,,,,,,,,,
NSW,926.0,40.0,2022-03-12,,,,,,,,,,,
NT,22.0,1.0,2022-03-12,,,,,,,,,,,
QLD,232.0,15.0,2022-03-12,,,,,,,,,,,
SA,89.0,9.0,2022-03-12,,,,,,,,,,,
TAS,10.0,4.0,2022-03-12,,,,,,,,,,,
VIC,153.0,22.0,2022-03-12,,,,,,,,,,,
WA,97.0,5.0,2022-03-12,,,,,,,,,,,
Australia,1594.0,108.0,2022-03-13,,,,,,,,,,,
ACT,28.0,1.0,2022-03-13,,,,,,,,,,,
NSW,921.0,44.0,2022-03-13,,,,,,,,,,,
NT,24.0,2.0,2022-03-13,,,,,,,,,,,
QLD,226.0,17.0,2022-03-13,,,,,,,,,,,
SA,98.0,10.0,2022-03-13,,,,,,,,,,,
TAS,10.0,4.0,2022-03-13,,,,,,,,,,,
VIC,170.0,25.0,2022-03-13,,,,,,,,,,,
WA,117.0,5.0,2022-03-13,,,,,,,,,,,
Australia,1615.0,112.0,2022-03-14,,,,,,,,,,,
ACT,35.0,3.0,2022-03-14,,,,,,,,,,,
NSW,958.0,47.0,2022-03-14,,,,,,,,,,,
NT,24.0,2.0,2022-03-14,,,,,,,,,,,
QLD,214.0,19.0,2022-03-14,,,,,,,,,,,
SA,103.0,10.0,2022-03-14,,,,,,,,,,,
TAS,10.0,3.0,2022-03-14,,,,,,,,,,,
VIC,173.0,25.0,2022-03-14,,,,,,,,,,,
WA,98.0,3.0,2022-03-14,,,,,,,,,,,
Australia,1696.0,105.0,2022-03-15,,,,,,,,,,,
ACT,36.0,4.0,2022-03-15,,,,,,,,,,,
NSW,994.0,38.0,2022-03-15,,,,,,,,,,,
NT,29.0,2.0,2022-03-15,,,,,,,,,,,
QLD,227.0,19.0,2022-03-15,,,,,,,,,,,
SA,119.0,10.0,2022-03-15,,,,,,,,,,,
TAS,11.0,3.0,2022-03-15,,,,,,,,,,,
VIC,173.0,24.0,2022-03-15,,,,,,,,,,,
WA,107.0,5.0,2022-03-15,,,,,,,,,,,
Australia,1677.0,105.0,2022-03-16,,,,,,,,,,,
ACT,35.0,4.0,2022-03-16,,,,,,,,,,,
NSW,980.0,36.0,2022-03-16,,,,,,,,,,,
NT,22.0,2.0,2022-03-16,,,,,,,,,,,
QLD,234.0,21.0,2022-03-16,,,,,,,,,,,
SA,126.0,10.0,2022-03-16,,,,,,,,,,,
TAS,16.0,2.0,2022-03-16,,,,,,,,,,,
VIC,177.0,24.0,2022-03-16,,,,,,,,,,,
WA,87.0,6.0,2022-03-16,,,,,,,,,,,
Australia,1759.0,96.0,2022-03-17,,,,,,,,,,,
ACT,36.0,3.0,2022-03-17,,,,,,,,,,,
NSW,1002.0,34.0,2022-03-17,,,,,,,,,,,
NT,21.0,2.0,2022-03-17,,,,,,,,,,,
QLD,244.0,19.0,2022-03-17,,,,,,,,,,,
SA,124.0,8.0,2022-03-17,,,,,,,,,,,
TAS,22.0,3.0,2022-03-17,,,,,,,,,,,
VIC,174.0,23.0,2022-03-17,,,,,,,,,,,
WA,136.0,4.0,2022-03-17,,,,,,,,,,,
Australia,1720.0,92.0,2022-03-18,,,,,,,,,,,
ACT,33.0,4.0,2022-03-18,,,,,,,,,,,
NSW,1028.0,32.0,2022-03-18,,,,,,,,,,,
NT,20.0,1.0,2022-03-18,,,,,,,,,,,
QLD,225.0,20.0,2022-03-18,,,,,,,,,,,
SA,131.0,5.0,2022-03-18,,,,,,,,,,,
TAS,20.0,3.0,2022-03-18,,,,,,,,,,,
VIC,176.0,23.0,2022-03-18,,,,,,,,,,,
WA,87.0,4.0,2022-03-18,,,,,,,,,,,
Australia,1818.0,85.0,2022-03-19,,,,,,,,,,,
ACT,32.0,2.0,2022-03-19,,,,,,,,,,,
NSW,1061.0,29.0,2022-03-19,,,,,,,,,,,
NT,15.0,1.0,2022-03-19,,,,,,,,,,,
QLD,217.0,18.0,2022-03-19,,,,,,,,,,,
SA,140.0,7.0,2022-03-19,,,,,,,,,,,
TAS,22.0,2.0,2022-03-19,,,,,,,,,,,
VIC,187.0,23.0,2022-03-19,,,,,,,,,,,
WA,144.0,3.0,2022-03-19,,,,,,,,,,,
Australia,1856.0,87.0,2022-03-20,,,,,,,,,,,
ACT,34.0,4.0,2022-03-20,,,,,,,,,,,
NSW,1091.0,33.0,2022-03-20,,,,,,,,,,,
NT,15.0,0.0,2022-03-20,,,,,,,,,,,
QLD,211.0,17.0,2022-03-20,,,,,,,,,,,
SA,141.0,7.0,2022-03-20,,,,,,,,,,,
TAS,18.0,2.0,2022-03-20,,,,,,,,,,,
VIC,194.0,21.0,2022-03-20,,,,,,,,,,,
WA,152.0,3.0,2022-03-20,,,,,,,,,,,
Australia,1959.0,87.0,2022-03-21,,,,,,,,,,,
ACT,35.0,4.0,2022-03-21,,,,,,,,,,,
NSW,1129.0,34.0,2022-03-21,,,,,,,,,,,
NT,16.0,0.0,2022-03-21,,,,,,,,,,,
QLD,229.0,14.0,2022-03-21,,,,,,,,,,,
SA,141.0,9.0,2022-03-21,,,,,,,,,,,
TAS,22.0,2.0,2022-03-21,,,,,,,,,,,
VIC,228.0,20.0,2022-03-21,,,,,,,,,,,
WA,159.0,4.0,2022-03-21,,,,,,,,,,,
Australia,2012.0,95.0,2022-03-22,,,,,,,,,,,
ACT,35.0,3.0,2022-03-22,,,,,,,,,,,
NSW,1136.0,41.0,2022-03-22,,,,,,,,,,,
NT,13.0,1.0,2022-03-22,,,,,,,,,,,
QLD,243.0,9.0,2022-03-22,,,,,,,,,,,
SA,154.0,11.0,2022-03-22,,,,,,,,,,,
TAS,25.0,0.0,2022-03-22,,,,,,,,,,,
VIC,232.0,24.0,2022-03-22,,,,,,,,,,,
WA,174.0,6.0,2022-03-22,,,,,,,,,,,
Australia,2009.0,95.0,2022-03-23,,,,,,,,,,,
ACT,39.0,3.0,2022-03-23,,,,,,,,,,,
NSW,1118.0,44.0,2022-03-23,,,,,,,,,,,
NT,17.0,1.0,2022-03-23,,,,,,,,,,,
QLD,245.0,7.0,2022-03-23,,,,,,,,,,,
SA,153.0,8.0,2022-03-23,,,,,,,,,,,
TAS,32.0,0.0,2022-03-23,,,,,,,,,,,
VIC,220.0,23.0,2022-03-23,,,,,,,,,,,
WA,185.0,9.0,2022-03-23,,,,,,,,,,,
Australia,2047.0,102.0,2022-03-24,,,,,,,,,,,
ACT,39.0,3.0,2022-03-24,,,,,,,,,,,
NSW,1137.0,43.0,2022-03-24,,,,,,,,,,,
NT,17.0,1.0,2022-03-24,,,,,,,,,,,
QLD,260.0,11.0,2022-03-24,,,,,,,,,,,
SA,147.0,10.0,2022-03-24,,,,,,,,,,,
TAS,28.0,0.0,2022-03-24,,,,,,,,,,,
VIC,219.0,25.0,2022-03-24,,,,,,,,,,,
WA,200.0,9.0,2022-03-24,,,,,,,,,,,
Australia,2056.0,96.0,2022-03-25,,,,,,,,,,,
ACT,39.0,3.0,2022-03-25,,,,,,,,,,,
NSW,1139.0,43.0,2022-03-25,,,,,,,,,,,
NT,19.0,1.0,2022-03-25,,,,,,,,,,,
QLD,251.0,14.0,2022-03-25,,,,,,,,,,,
SA,151.0,6.0,2022-03-25,,,,,,,,,,,
TAS,24.0,0.0,2022-03-25,,,,,,,,,,,
VIC,234.0,19.0,2022-03-25,,,,,,,,,,,
WA,199.0,10.0,2022-03-25,,,,,,,,,,,
Australia,2059.0,100.0,2022-03-26,,,,,,,,,,,
ACT,39.0,3.0,2022-03-26,,,,,,,,,,,
NSW,1133.0,44.0,2022-03-26,,,,,,,,,,,
NT,20.0,2.0,2022-03-26,,,,,,,,,,,
QLD,276.0,19.0,2022-03-26,,,,,,,,,,,
SA,146.0,5.0,2022-03-26,,,,,,,,,,,
TAS,27.0,1.0,2022-03-26,,,,,,,,,,,
VIC,232.0,18.0,2022-03-26,,,,,,,,,,,
WA,186.0,8.0,2022-03-26,,,,,,,,,,,
Australia,2074.0,102.0,2022-03-27,,,,,,,,,,,
ACT,42.0,3.0,2022-03-27,,,,,,,,,,,
NSW,1124.0,47.0,2022-03-27,,,,,,,,,,,
NT,11.0,3.0,2022-03-27,,,,,,,,,,,
QLD,271.0,13.0,2022-03-27,,,,,,,,,,,
SA,152.0,6.0,2022-03-27,,,,,,,,,,,
TAS,28.0,1.0,2022-03-27,,,,,,,,,,,
VIC,241.0,19.0,2022-03-27,,,,,,,,,,,
WA,205.0,10.0,2022-03-27,,,,,,,,,,,
Australia,2188.0,113.0,2022-03-28,,,,,,,,,,,
ACT,42.0,4.0,2022-03-28,,,,,,,,,,,
NSW,1215.0,55.0,2022-03-28,,,,,,,,,,,
NT,13.0,3.0,2022-03-28,,,,,,,,,,,
QLD,285.0,14.0,2022-03-28,,,,,,,,,,,
SA,174.0,7.0,2022-03-28,,,,,,,,,,,
TAS,27.0,0.0,2022-03-28,,,,,,,,,,,
VIC,231.0,21.0,2022-03-28,,,,,,,,,,,
WA,201.0,9.0,2022-03-28,,,,,,,,,,,
Australia,2245.0,119.0,2022-03-29,,,,,,,,,,,
ACT,45.0,4.0,2022-03-29,,,,,,,,,,,
NSW,1230.0,53.0,2022-03-29,,,,,,,,,,,
NT,10.0,2.0,2022-03-29,,,,,,,,,,,
QLD,311.0,14.0,2022-03-29,,,,,,,,,,,
SA,163.0,7.0,2022-03-29,,,,,,,,,,,
TAS,22.0,0.0,2022-03-29,,,,,,,,,,,
VIC,251.0,33.0,2022-03-29,,,,,,,,,,,
WA,213.0,6.0,2022-03-29,,,,,,,,,,,
Australia,2344.0,102.0,2022-03-30,,,,,,,,,,,
ACT,43.0,5.0,2022-03-30,,,,,,,,,,,
NSW,1255.0,46.0,2022-03-30,,,,,,,,,,,
NT,12.0,2.0,2022-03-30,,,,,,,,,,,
QLD,378.0,15.0,2022-03-30,,,,,,,,,,,
SA,172.0,8.0,2022-03-30,,,,,,,,,,,
TAS,20.0,2.0,2022-03-30,,,,,,,,,,,
VIC,262.0,18.0,2022-03-30,,,,,,,,,,,
WA,202.0,6.0,2022-03-30,,,,,,,,,,,
Australia,2403.0,89.0,2022-03-31,,,,,,,,,,,
ACT,44.0,3.0,2022-03-31,,,,,,,,,,,
NSW,1287.0,39.0,2022-03-31,,,,,,,,,,,
NT,20.0,2.0,2022-03-31,,,,,,,,,,,
QLD,346.0,16.0,2022-03-31,,,,,,,,,,,
SA,167.0,8.0,2022-03-31,,,,,,,,,,,
TAS,29.0,0.0,2022-03-31,,,,,,,,,,,
VIC,298.0,14.0,2022-03-31,,,,,,,,,,,
WA,212.0,7.0,2022-03-31,,,,,,,,,,,
Australia,2445.0,88.0,2022-04-01,,,,,,,,,,,
ACT,44.0,2.0,2022-04-01,,,,,,,,,,,
NSW,1302.0,43.0,2022-04-01,,,,,,,,,,,
NT,16.0,3.0,2022-04-01,,,,,,,,,,,
QLD,389.0,14.0,2022-04-01,,,,,,,,,,,
SA,162.0,7.0,2022-04-01,,,,,,,,,,,
TAS,30.0,0.0,2022-04-01,,,,,,,,,,,
VIC,298.0,12.0,2022-04-01,,,,,,,,,,,
WA,204.0,7.0,2022-04-01,,,,,,,,,,,
Australia,2427.0,95.0,2022-04-02,,,,,,,,,,,
ACT,41.0,2.0,2022-04-02,,,,,,,,,,,
NSW,1255.0,47.0,2022-04-02,,,,,,,,,,,
NT,13.0,1.0,2022-04-02,,,,,,,,,,,
QLD,407.0,15.0,2022-04-02,,,,,,,,,,,
SA,176.0,8.0,2022-04-02,,,,,,,,,,,
TAS,35.0,1.0,2022-04-02,,,,,,,,,,,
VIC,291.0,15.0,2022-04-02,,,,,,,,,,,
WA,209.0,6.0,2022-04-02,,,,,,,,,,,
Australia,2478.0,103.0,2022-04-03,,,,,,,,,,,
ACT,39.0,2.0,2022-04-03,,,,,,,,,,,
NSW,1305.0,50.0,2022-04-03,,,,,,,,,,,
NT,13.0,1.0,2022-04-03,,,,,,,,,,,
QLD,402.0,16.0,2022-04-03,,,,,,,,,,,
SA,180.0,8.0,2022-04-03,,,,,,,,,,,
TAS,36.0,1.0,2022-04-03,,,,,,,,,,,
VIC,289.0,18.0,2022-04-03,,,,,,,,,,,
WA,214.0,7.0,2022-04-03,,,,,,,,,,,
Australia,2592.0,107.0,2022-04-04,,,,,,,,,,,
ACT,41.0,4.0,2022-04-04,,,,,,,,,,,
NSW,1362.0,56.0,2022-04-04,,,,,,,,,,,
NT,13.0,1.0,2022-04-04,,,,,,,,,,,
QLD,423.0,14.0,2022-04-04,,,,,,,,,,,
SA,201.0,8.0,2022-04-04,,,,,,,,,,,
TAS,39.0,1.0,2022-04-04,,,,,,,,,,,
VIC,288.0,17.0,2022-04-04,,,,,,,,,,,
WA,225.0,6.0,2022-04-04,,,,,,,,,,,
Australia,2722.0,114.0,2022-04-05,,,,,,,,,,,
ACT,36.0,5.0,2022-04-05,,,,,,,,,,,
NSW,1411.0,56.0,2022-04-05,,,,,,,,,,,
NT,17.0,1.0,2022-04-05,,,,,,,,,,,
QLD,464.0,15.0,2022-04-05,,,,,,,,,,,
SA,195.0,11.0,2022-04-05,,,,,,,,,,,
TAS,42.0,2.0,2022-04-05,,,,,,,,,,,
VIC,321.0,18.0,2022-04-05,,,,,,,,,,,
WA,236.0,6.0,2022-04-05,,,,,,,,,,,
Australia,2704.0,107.0,2022-04-06,,,,,,,,,,,
ACT,38.0,4.0,2022-04-06,,,,,,,,,,,
NSW,1393.0,51.0,2022-04-06,,,,,,,,,,,
NT,20.0,0.0,2022-04-06,,,,,,,,,,,
QLD,454.0,14.0,2022-04-06,,,,,,,,,,,
SA,196.0,12.0,2022-04-06,,,,,,,,,,,
TAS,38.0,1.0,2022-04-06,,,,,,,,,,,
VIC,315.0,16.0,2022-04-06,,,,,,,,,,,
WA,250.0,9.0,2022-04-06,,,,,,,,,,,
Australia,2644.0,102.0,2022-04-07,,,,,,,,,,,
ACT,46.0,3.0,2022-04-07,,,,,,,,,,,
NSW,1389.0,48.0,2022-04-07,,,,,,,,,,,
NT,23.0,1.0,2022-04-07,,,,,,,,,,,
QLD,427.0,17.0,2022-04-07,,,,,,,,,,,
SA,198.0,12.0,2022-04-07,,,,,,,,,,,
TAS,42.0,1.0,2022-04-07,,,,,,,,,,,
VIC,271.0,12.0,2022-04-07,,,,,,,,,,,
WA,248.0,8.0,2022-04-07,,,,,,,,,,,
Australia,2723.0,95.0,2022-04-08,,,,,,,,,,,
ACT,52.0,3.0,2022-04-08,,,,,,,,,,,
NSW,1391.0,44.0,2022-04-08,,,,,,,,,,,
NT,27.0,1.0,2022-04-08,,,,,,,,,,,
QLD,464.0,15.0,2022-04-08,,,,,,,,,,,
SA,191.0,11.0,2022-04-08,,,,,,,,,,,
TAS,40.0,1.0,2022-04-08,,,,,,,,,,,
VIC,323.0,12.0,2022-04-08,,,,,,,,,,,
WA,235.0,8.0,2022-04-08,,,,,,,,,,,
Australia,2741.0,103.0,2022-04-09,,,,,,,,,,,
ACT,59.0,3.0,2022-04-09,,,,,,,,,,,
NSW,1390.0,47.0,2022-04-09,,,,,,,,,,,
NT,24.0,0.0,2022-04-09,,,,,,,,,,,
QLD,464.0,16.0,2022-04-09,,,,,,,,,,,
SA,188.0,13.0,2022-04-09,,,,,,,,,,,
TAS,37.0,1.0,2022-04-09,,,,,,,,,,,
VIC,351.0,15.0,2022-04-09,,,,,,,,,,,
WA,228.0,8.0,2022-04-09,,,,,,,,,,,
Australia,2829.0,112.0,2022-04-10,,,,,,,,,,,
ACT,59.0,3.0,2022-04-10,,,,,,,,,,,
NSW,1436.0,56.0,2022-04-10,,,,,,,,,,,
NT,32.0,1.0,2022-04-10,,,,,,,,,,,
QLD,486.0,14.0,2022-04-10,,,,,,,,,,,
SA,211.0,11.0,2022-04-10,,,,,,,,,,,
TAS,41.0,1.0,2022-04-10,,,,,,,,,,,
VIC,340.0,16.0,2022-04-10,,,,,,,,,,,
WA,224.0,10.0,2022-04-10,,,,,,,,,,,
Australia,2971.0,121.0,2022-04-11,,,,,,,,,,,
ACT,60.0,2.0,2022-04-11,,,,,,,,,,,
NSW,1506.0,62.0,2022-04-11,,,,,,,,,,,
NT,30.0,1.0,2022-04-11,,,,,,,,,,,
QLD,504.0,14.0,2022-04-11,,,,,,,,,,,
SA,223.0,13.0,2022-04-11,,,,,,,,,,,
TAS,55.0,1.0,2022-04-11,,,,,,,,,,,
VIC,361.0,20.0,2022-04-11,,,,,,,,,,,
WA,232.0,8.0,2022-04-11,,,,,,,,,,,
Australia,3015.0,130.0,2022-04-12,,,,,,,,,,,
ACT,59.0,2.0,2022-04-12,,,,,,,,,,,
NSW,1514.0,70.0,2022-04-12,,,,,,,,,,,
NT,28.0,1.0,2022-04-12,,,,,,,,,,,
QLD,556.0,16.0,2022-04-12,,,,,,,,,,,
SA,220.0,12.0,2022-04-12,,,,,,,,,,,
TAS,52.0,3.0,2022-04-12,,,,,,,,,,,
VIC,357.0,19.0,2022-04-12,,,,,,,,,,,
WA,229.0,7.0,2022-04-12,,,,,,,,,,,
Australia,3015.0,130.0,2022-04-13,,,,,,,,,,,
ACT,59.0,2.0,2022-04-13,,,,,,,,,,,
NSW,1514.0,70.0,2022-04-13,,,,,,,,,,,
NT,28.0,1.0,2022-04-13,,,,,,,,,,,
QLD,556.0,16.0,2022-04-13,,,,,,,,,,,
SA,220.0,12.0,2022-04-13,,,,,,,,,,,
TAS,52.0,3.0,2022-04-13,,,,,,,,,,,
VIC,357.0,19.0,2022-04-13,,,,,,,,,,,
WA,229.0,7.0,2022-04-13,,,,,,,,,,,
Australia,3012.0,126.0,2022-04-14,,,,,,,,,,,
ACT,55.0,1.0,2022-04-14,,,,,,,,,,,
NSW,1511.0,71.0,2022-04-14,,,,,,,,,,,
NT,28.0,2.0,2022-04-14,,,,,,,,,,,
QLD,574.0,16.0,2022-04-14,,,,,,,,,,,
SA,227.0,11.0,2022-04-14,,,,,,,,,,,
TAS,49.0,1.0,2022-04-14,,,,,,,,,,,
VIC,373.0,19.0,2022-04-14,,,,,,,,,,,
WA,195.0,5.0,2022-04-14,,,,,,,,,,,
Australia,2815.0,129.0,2022-04-15,,,,,,,,,,,
ACT,0.0,0.0,2022-04-15,,,,,,,,,,,
NSW,1416.0,72.0,2022-04-15,,,,,,,,,,,
NT,28.0,1.0,2022-04-15,,,,,,,,,,,
QLD,553.0,21.0,2022-04-15,,,,,,,,,,,
SA,198.0,11.0,2022-04-15,,,,,,,,,,,
TAS,54.0,1.0,2022-04-15,,,,,,,,,,,
VIC,373.0,19.0,2022-04-15,,,,,,,,,,,
WA,193.0,4.0,2022-04-15,,,,,,,,,,,
Australia,2868.0,134.0,2022-04-16,,,,,,,,,,,
ACT,58.0,2.0,2022-04-16,,,,,,,,,,,
NSW,1419.0,72.0,2022-04-16,,,,,,,,,,,
NT,28.0,0.0,2022-04-16,,,,,,,,,,,
QLD,516.0,22.0,2022-04-16,,,,,,,,,,,
SA,215.0,8.0,2022-04-16,,,,,,,,,,,
TAS,53.0,1.0,2022-04-16,,,,,,,,,,,
VIC,382.0,21.0,2022-04-16,,,,,,,,,,,
WA,197.0,8.0,2022-04-16,,,,,,,,,,,
Australia,2888.0,124.0,2022-04-17,,,,,,,,,,,
ACT,0.0,0.0,2022-04-17,,,,,,,,,,,
NSW,1463.0,64.0,2022-04-17,,,,,,,,,,,
NT,27.0,0.0,2022-04-17,,,,,,,,,,,
QLD,544.0,19.0,2022-04-17,,,,,,,,,,,
SA,213.0,12.0,2022-04-17,,,,,,,,,,,
TAS,46.0,1.0,2022-04-17,,,,,,,,,,,
VIC,382.0,21.0,2022-04-17,,,,,,,,,,,
WA,213.0,7.0,2022-04-17,,,,,,,,,,,
Australia,3019.0,131.0,2022-04-18,,,,,,,,,,,
ACT,56.0,2.0,2022-04-18,,,,,,,,,,,
NSW,1509.0,67.0,2022-04-18,,,,,,,,,,,
NT,28.0,2.0,2022-04-18,,,,,,,,,,,
QLD,532.0,19.0,2022-04-18,,,,,,,,,,,
SA,248.0,13.0,2022-04-18,,,,,,,,,,,
TAS,43.0,1.0,2022-04-18,,,,,,,,,,,
VIC,382.0,21.0,2022-04-18,,,,,,,,,,,
WA,221.0,6.0,2022-04-18,,,,,,,,,,,
Australia,3132.0,144.0,2022-04-19,,,,,,,,,,,
ACT,62.0,2.0,2022-04-19,,,,,,,,,,,
NSW,1553.0,70.0,2022-04-19,,,,,,,,,,,
NT,40.0,3.0,2022-04-19,,,,,,,,,,,
QLD,544.0,20.0,2022-04-19,,,,,,,,,,,
SA,234.0,11.0,2022-04-19,,,,,,,,,,,
TAS,46.0,1.0,2022-04-19,,,,,,,,,,,
VIC,412.0,31.0,2022-04-19,,,,,,,,,,,
WA,241.0,6.0,2022-04-19,,,,,,,,,,,
Australia,3168.0,161.0,2022-04-20,,,,,,,,,,,
ACT,61.0,2.0,2022-04-20,,,,,,,,,,,
NSW,1567.0,72.0,2022-04-20,,,,,,,,,,,
NT,42.0,2.0,2022-04-20,,,,,,,,,,,
QLD,569.0,25.0,2022-04-20,,,,,,,,,,,
SA,238.0,14.0,2022-04-20,,,,,,,,,,,
TAS,54.0,2.0,2022-04-20,,,,,,,,,,,
VIC,403.0,34.0,2022-04-20,,,,,,,,,,,
WA,234.0,10.0,2022-04-20,,,,,,,,,,,
Australia,3166.0,146.0,2022-04-21,,,,,,,,,,,
ACT,58.0,3.0,2022-04-21,,,,,,,,,,,
NSW,1572.0,69.0,2022-04-21,,,,,,,,,,,
NT,40.0,1.0,2022-04-21,,,,,,,,,,,
QLD,561.0,17.0,2022-04-21,,,,,,,,,,,
SA,230.0,11.0,2022-04-21,,,,,,,,,,,
TAS,57.0,1.0,2022-04-21,,,,,,,,,,,
VIC,409.0,35.0,2022-04-21,,,,,,,,,,,
WA,239.0,9.0,2022-04-21,,,,,,,,,,,
Australia,3102.0,134.0,2022-04-22,,,,,,,,,,,
ACT,55.0,2.0,2022-04-22,,,,,,,,,,,
NSW,1569.0,63.0,2022-04-22,,,,,,,,,,,
NT,45.0,1.0,2022-04-22,,,,,,,,,,,
QLD,510.0,18.0,2022-04-22,,,,,,,,,,,
SA,236.0,10.0,2022-04-22,,,,,,,,,,,
TAS,40.0,1.0,2022-04-22,,,,,,,,,,,
VIC,398.0,30.0,2022-04-22,,,,,,,,,,,
WA,249.0,9.0,2022-04-22,,,,,,,,,,,
Australia,3061.0,128.0,2022-04-23,,,,,,,,,,,
ACT,53.0,2.0,2022-04-23,,,,,,,,,,,
NSW,1557.0,60.0,2022-04-23,,,,,,,,,,,
NT,45.0,2.0,2022-04-23,,,,,,,,,,,
QLD,498.0,15.0,2022-04-23,,,,,,,,,,,
SA,225.0,12.0,2022-04-23,,,,,,,,,,,
TAS,44.0,0.0,2022-04-23,,,,,,,,,,,
VIC,398.0,30.0,2022-04-23,,,,,,,,,,,
WA,241.0,7.0,2022-04-23,,,,,,,,,,,
Australia,3010.0,132.0,2022-04-24,,,,,,,,,,,
ACT,55.0,3.0,2022-04-24,,,,,,,,,,,
NSW,1524.0,64.0,2022-04-24,,,,,,,,,,,
NT,49.0,1.0,2022-04-24,,,,,,,,,,,
QLD,460.0,14.0,2022-04-24,,,,,,,,,,,
SA,245.0,11.0,2022-04-24,,,,,,,,,,,
TAS,48.0,1.0,2022-04-24,,,,,,,,,,,
VIC,398.0,30.0,2022-04-24,,,,,,,,,,,
WA,231.0,8.0,2022-04-24,,,,,,,,,,,
Australia,3000.0,131.0,2022-04-25,,,,,,,,,,,
ACT,58.0,3.0,2022-04-25,,,,,,,,,,,
NSW,1567.0,64.0,2022-04-25,,,,,,,,,,,
NT,50.0,1.0,2022-04-25,,,,,,,,,,,
QLD,418.0,12.0,2022-04-25,,,,,,,,,,,
SA,236.0,11.0,2022-04-25,,,,,,,,,,,
TAS,42.0,1.0,2022-04-25,,,,,,,,,,,
VIC,398.0,30.0,2022-04-25,,,,,,,,,,,
WA,231.0,9.0,2022-04-25,,,,,,,,,,,
Australia,3150.0,141.0,2022-04-26,,,,,,,,,,,
ACT,64.0,5.0,2022-04-26,,,,,,,,,,,
NSW,1628.0,67.0,2022-04-26,,,,,,,,,,,
NT,46.0,1.0,2022-04-26,,,,,,,,,,,
QLD,471.0,13.0,2022-04-26,,,,,,,,,,,
SA,244.0,10.0,2022-04-26,,,,,,,,,,,
TAS,37.0,1.0,2022-04-26,,,,,,,,,,,
VIC,422.0,33.0,2022-04-26,,,,,,,,,,,
WA,238.0,11.0,2022-04-26,,,,,,,,,,,
Australia,3256.0,142.0,2022-04-27,,,,,,,,,,,
ACT,65.0,4.0,2022-04-27,,,,,,,,,,,
NSW,1670.0,73.0,2022-04-27,,,,,,,,,,,
NT,55.0,1.0,2022-04-27,,,,,,,,,,,
QLD,515.0,12.0,2022-04-27,,,,,,,,,,,
SA,244.0,10.0,2022-04-27,,,,,,,,,,,
TAS,39.0,1.0,2022-04-27,,,,,,,,,,,
VIC,424.0,32.0,2022-04-27,,,,,,,,,,,
WA,244.0,9.0,2022-04-27,,,,,,,,,,,
