Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date,Locally acquired last 24 hours,Under investigation last 24 hours,Active Cases^,Under investigation last 24 hours*,Average daily cases as at 20 Sep 2022,Change in average cases compared to previous week (%),Average daily cases as at 27 Sep 2022,Average daily cases as at 04 Oct 2022,Average daily cases as at 11 Oct 2022,Average daily cases as at 18 Oct 2022,Average daily cases as at 25 Oct 2022,Average daily cases as at 01 Nov 2022,Average daily cases as at 08 Nov 2022,Average daily cases as at 15 Nov 2022,Average daily cases as at 22 Nov 2022,Average daily cases as at 29 Nov 2022,Average daily cases as at 06 Dec 2022,Average daily cases as at 13 Dec 2022,Average daily cases as at 20 Dec 2022,Average daily cases as at 03 Jan 2023,Average daily cases as at 10 Jan 2023,Average daily cases as at 17 Jan 2023,Average daily cases as at 24 Jan 2023
Australia,27944.0,743.0,4.0,1190.0,4098.0,15.0,9412.0,2021-10-29,,,,,,,,,,,,,,,,,,,,,,,
Australia,25318.0,716.0,1.0,884.0,4378.0,13.0,8658.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
NSW,3972.0,236.0,1.0,0.0,1903.0,5.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
NT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
QLD,17.0,0.0,0.0,0.0,2.0,5.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
VIC,21095.0,471.0,0.0,884.0,2407.0,1.0,8658.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
ACT,231.0,9.0,0.0,0.0,66.0,1.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,
ACT,210.0,7.0,0.0,0.0,64.0,1.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
Australia,25917.0,490.0,1.0,730.0,4052.0,13.0,7927.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
VIC,22013.0,306.0,0.0,730.0,2205.0,1.0,7927.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
NSW,3678.0,177.0,1.0,0.0,1781.0,6.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
NT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
QLD,13.0,0.0,0.0,0.0,2.0,5.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,
VIC,21959.0,32.0,0.0,1439.0,2192.0,1.0,7927.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
QLD,12.0,0.0,1.0,0.0,2.0,6.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
NSW,3506.0,136.0,0.0,0.0,1628.0,6.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
ACT,170.0,5.0,0.0,0.0,60.0,1.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
Australia,25649.0,173.0,1.0,1439.0,3882.0,14.0,7927.0,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,
QLD,13.0,0.0,0.0,0.0,0.0,5.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
Australia,22918.0,454.0,0.0,716.0,4009.0,10.0,7227.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
ACT,153.0,8.0,0.0,0.0,57.0,0.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
VIC,19409.0,273.0,0.0,716.0,2425.0,1.0,7227.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
NSW,3342.0,173.0,0.0,0.0,1527.0,4.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
Australia,21706.0,462.0,0.0,685.0,3738.0,8.0,6851.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
VIC,18361.0,256.0,0.0,685.0,2255.0,1.0,6851.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
ACT,141.0,15.0,0.0,0.0,62.0,0.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
NSW,3191.0,191.0,0.0,0.0,1421.0,3.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
QLD,13.0,0.0,0.0,0.0,0.0,4.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
VIC,17674.0,433.0,0.0,814.0,2146.0,1.0,6285.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
NSW,3144.0,308.0,1.0,0.0,1451.0,4.0,0.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
NT,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
ACT,144.0,12.0,0.0,1.0,66.0,0.0,1.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
Australia,20975.0,755.0,2.0,816.0,3665.0,9.0,6287.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
QLD,12.0,2.0,0.0,1.0,2.0,3.0,1.0,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
QLD,12.0,0.0,2.0,0.0,2.0,3.0,1.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
NT,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
NSW,3076.0,249.0,0.0,0.0,1436.0,3.0,0.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
ACT,125.0,5.0,1.0,0.0,61.0,1.0,1.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
Australia,22167.0,634.0,3.0,964.0,3571.0,8.0,6061.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
VIC,18952.0,379.0,0.0,964.0,2071.0,0.0,6059.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
QLD,9.0,1.0,0.0,0.0,3.0,3.0,1.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
NT,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
NSW,3168.0,270.0,1.0,0.0,1477.0,3.0,0.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
ACT,136.0,18.0,0.0,0.0,70.0,1.0,1.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
Australia,19979.0,660.0,1.0,899.0,3502.0,8.0,6182.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
VIC,16662.0,370.0,0.0,898.0,1950.0,0.0,6179.0,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,
NT,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
ACT,135.0,13.0,0.0,0.0,76.0,1.0,1.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
NSW,2999.0,244.0,0.0,0.0,1544.0,2.0,0.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
QLD,9.0,1.0,2.0,0.0,4.0,5.0,1.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
VIC,16413.0,345.0,0.0,828.0,1989.0,0.0,6264.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
Australia,19560.0,603.0,2.0,828.0,3615.0,9.0,6267.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,
ACT,136.0,13.0,0.0,0.0,84.0,1.0,1.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
Australia,19240.0,615.0,0.0,711.0,4043.0,8.0,5533.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
NSW,2910.0,187.0,0.0,0.0,1581.0,2.0,0.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
NT,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
QLD,12.0,0.0,0.0,0.0,4.0,4.0,1.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
VIC,16178.0,415.0,0.0,711.0,2372.0,0.0,5530.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
VIC,15607.0,374.0,0.0,695.0,2489.0,0.0,5509.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
NSW,2831.0,223.0,1.0,0.0,1630.0,3.0,0.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
QLD,13.0,0.0,1.0,0.0,4.0,5.0,1.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
NT,5.0,1.0,0.0,0.0,3.0,1.0,1.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
ACT,150.0,17.0,1.0,0.0,93.0,2.0,1.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
Australia,18606.0,615.0,3.0,695.0,4219.0,11.0,5512.0,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
Australia,17979.0,522.0,0.0,711.0,4307.0,11.0,5514.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
QLD,13.0,3.0,0.0,0.0,7.0,5.0,1.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,1.0,0.0,0.0,4.0,1.0,1.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
NSW,2779.0,217.0,0.0,0.0,1650.0,3.0,0.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
ACT,150.0,9.0,0.0,0.0,87.0,2.0,1.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
VIC,15031.0,292.0,0.0,711.0,2559.0,0.0,5511.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
ACT,0.0,9.0,0.0,0.0,84.0,2.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
VIC,15675.0,18.0,0.0,1295.0,2157.0,0.0,5992.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
QLD,15.0,2.0,1.0,0.0,7.0,6.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,0.0,0.0,0.0,4.0,0.0,1.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
NSW,2799.0,261.0,3.0,0.0,1611.0,5.0,0.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
Australia,18495.0,290.0,4.0,1295.0,3863.0,13.0,5993.0,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,0.0,0.0,0.0,3.0,0.0,1.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
VIC,16098.0,272.0,0.0,843.0,2070.0,0.0,5833.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
Australia,19141.0,575.0,4.0,843.0,3812.0,14.0,5834.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
ACT,154.0,15.0,0.0,0.0,94.0,1.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
NSW,2866.0,286.0,1.0,0.0,1636.0,6.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
QLD,16.0,2.0,2.0,0.0,9.0,6.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
QLD,19.0,0.0,0.0,0.0,8.0,5.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
NSW,2964.0,251.0,5.0,0.0,1617.0,10.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
ACT,162.0,11.0,0.0,0.0,87.0,1.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
Australia,19823.0,540.0,6.0,943.0,3692.0,18.0,5912.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
VIC,16671.0,278.0,0.0,943.0,1978.0,0.0,5912.0,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,
Australia,20428.0,240.0,1.0,876.0,3345.0,17.0,5999.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
ACT,172.0,15.0,0.0,0.0,89.0,1.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
NSW,2928.0,196.0,0.0,0.0,1585.0,10.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
QLD,19.0,0.0,0.0,0.0,7.0,3.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
VIC,17302.0,29.0,0.0,876.0,1662.0,0.0,5999.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,
QLD,14.0,0.0,3.0,0.0,7.0,6.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
ACT,175.0,10.0,0.0,0.0,86.0,1.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
NSW,2906.0,164.0,1.0,0.0,1565.0,11.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
NT,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
VIC,17518.0,229.0,0.0,631.0,1492.0,0.0,5897.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
WA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
Australia,20622.0,404.0,5.0,631.0,3153.0,22.0,5897.0,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
Australia,17214.0,393.0,6.0,632.0,2927.0,25.0,5882.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
ACT,185.0,12.0,0.0,0.0,81.0,0.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
NSW,2864.0,134.0,0.0,78.0,1491.0,10.0,78.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
NT,11.0,3.0,2.0,0.0,4.0,2.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
QLD,16.0,0.0,1.0,0.0,7.0,6.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
SA,2.0,1.0,0.0,0.0,1.0,3.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
VIC,14131.0,243.0,0.0,554.0,1342.0,0.0,5804.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
WA,4.0,0.0,3.0,0.0,0.0,4.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,
WA,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
ACT,173.0,6.0,0.0,0.0,78.0,0.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
Australia,17335.0,470.0,3.0,771.0,2872.0,27.0,5929.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
NT,19.0,10.0,0.0,0.0,13.0,2.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
QLD,15.0,0.0,1.0,0.0,4.0,6.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
VIC,14260.0,303.0,0.0,693.0,1353.0,0.0,5773.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
NSW,2862.0,151.0,2.0,78.0,1422.0,12.0,156.0,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,
ACT,191.0,25.0,0.0,0.0,94.0,0.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
VIC,13814.0,252.0,1.0,754.0,1587.0,1.0,5225.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
WA,5.0,0.0,1.0,0.0,0.0,5.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
Australia,16915.0,425.0,4.0,873.0,3012.0,28.0,5500.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
NT,25.0,6.0,0.0,0.0,19.0,2.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
NSW,2864.0,142.0,1.0,119.0,1308.0,10.0,275.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
QLD,14.0,0.0,1.0,0.0,2.0,7.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
SA,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,
NSW,2840.0,143.0,0.0,73.0,1170.0,9.0,348.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
ACT,183.0,17.0,0.0,0.0,96.0,0.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
WA,6.0,0.0,1.0,0.0,0.0,6.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
NT,24.0,1.0,0.0,0.0,20.0,2.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
QLD,11.0,0.0,1.0,0.0,0.0,6.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
SA,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
Australia,16880.0,554.0,3.0,953.0,2996.0,27.0,5614.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
VIC,13813.0,393.0,0.0,880.0,1708.0,1.0,5266.0,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,
WA,7.0,0.0,1.0,0.0,0.0,7.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
Australia,12577.0,488.0,3.0,873.0,2939.0,24.0,5545.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
ACT,179.0,14.0,0.0,0.0,98.0,0.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
NSW,2775.0,113.0,2.0,67.0,1028.0,6.0,415.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
NT,25.0,1.0,0.0,0.0,21.0,2.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
SA,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
VIC,9581.0,360.0,0.0,806.0,1790.0,1.0,5130.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
QLD,7.0,0.0,0.0,0.0,0.0,6.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,
Australia,12595.0,561.0,2.0,916.0,3261.0,25.0,5596.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
SA,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
ACT,177.0,16.0,0.0,0.0,99.0,0.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
NSW,2732.0,109.0,0.0,67.0,942.0,6.0,482.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
NT,36.0,8.0,1.0,2.0,29.0,3.0,2.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
QLD,7.0,0.0,0.0,0.0,0.0,6.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
TAS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
VIC,9632.0,428.0,0.0,847.0,2189.0,1.0,5112.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
WA,8.0,0.0,1.0,0.0,0.0,8.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,
Australia,12467.0,482.0,3.0,738.0,3356.0,23.0,5690.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
ACT,184.0,11.0,0.0,0.0,100.0,0.0,0.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
NSW,2696.0,107.0,2.0,71.0,883.0,7.0,553.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
VIC,9533.0,362.0,0.0,667.0,2341.0,1.0,5135.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
QLD,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
SA,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
WA,9.0,0.0,1.0,0.0,0.0,8.0,0.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
NT,37.0,1.0,0.0,0.0,30.0,3.0,2.0,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,
