Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered,Total staff cases as at 13 Sep 2022,Total staff cases as at 20 Sep 2022,Total staff cases as at 21 Sep 2022,Total staff cases as at 28 Sep 2022,Total staff cases as at 05 Oct 2022,Total staff cases as at 12 Oct 2022,Total staff cases as at 19 Oct 2022,Total staff cases as at 26 Oct 2022,Total staff cases as at 02 Nov 2022,Total staff cases as at 09 Nov 2022,Total staff cases as at 16 Nov 2022,Total staff cases as at 23 Nov 2022,Total staff cases as at 30 Nov 2022
TAS,,,9.0,2022-03-20,190.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-20,5800.0,,,,,,,,,,,,,
WA,,,3.0,2022-03-20,377.0,,,,,,,,,,,,,
Australia,,,1879.0,2022-03-21,20154.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-21,188.0,,,,,,,,,,,,,
NSW,,,580.0,2022-03-21,7839.0,,,,,,,,,,,,,
NT,,,6.0,2022-03-21,124.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-21,3991.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-21,1468.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-21,197.0,,,,,,,,,,,,,
VIC,,,935.0,2022-03-21,5868.0,,,,,,,,,,,,,
WA,,,5.0,2022-03-21,479.0,,,,,,,,,,,,,
Australia,,,1884.0,2022-03-22,20632.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-22,189.0,,,,,,,,,,,,,
NSW,,,583.0,2022-03-22,7923.0,,,,,,,,,,,,,
NT,,,6.0,2022-03-22,124.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-22,4036.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-22,1475.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-22,202.0,,,,,,,,,,,,,
VIC,,,936.0,2022-03-22,5921.0,,,,,,,,,,,,,
WA,,,6.0,2022-03-22,762.0,,,,,,,,,,,,,
Australia,,,1893.0,2022-03-23,20869.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-23,190.0,,,,,,,,,,,,,
NSW,,,586.0,2022-03-23,7991.0,,,,,,,,,,,,,
NT,,,6.0,2022-03-23,124.0,,,,,,,,,,,,,
QLD,,,221.0,2022-03-23,4099.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-23,1493.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-23,210.0,,,,,,,,,,,,,
VIC,,,936.0,2022-03-23,5969.0,,,,,,,,,,,,,
WA,,,8.0,2022-03-23,793.0,,,,,,,,,,,,,
Australia,,,1900.0,2022-03-24,20823.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-24,192.0,,,,,,,,,,,,,
NSW,,,587.0,2022-03-24,8082.0,,,,,,,,,,,,,
NT,,,6.0,2022-03-24,124.0,,,,,,,,,,,,,
QLD,,,222.0,2022-03-24,4130.0,,,,,,,,,,,,,
SA,,,112.0,2022-03-24,1499.0,,,,,,,,,,,,,
TAS,,,10.0,2022-03-24,215.0,,,,,,,,,,,,,
VIC,,,937.0,2022-03-24,5991.0,,,,,,,,,,,,,
WA,,,10.0,2022-03-24,590.0,,,,,,,,,,,,,
Australia,,,1831.0,2022-03-25,20708.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-25,194.0,,,,,,,,,,,,,
NSW,,,545.0,2022-03-25,8048.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-25,95.0,,,,,,,,,,,,,
QLD,,,238.0,2022-03-25,3938.0,,,,,,,,,,,,,
SA,,,83.0,2022-03-25,1331.0,,,,,,,,,,,,,
TAS,,,6.0,2022-03-25,195.0,,,,,,,,,,,,,
VIC,,,930.0,2022-03-25,6355.0,,,,,,,,,,,,,
WA,,,9.0,2022-03-25,552.0,,,,,,,,,,,,,
Australia,,,1831.0,2022-03-26,20708.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-26,194.0,,,,,,,,,,,,,
NSW,,,545.0,2022-03-26,8048.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-26,95.0,,,,,,,,,,,,,
QLD,,,238.0,2022-03-26,3938.0,,,,,,,,,,,,,
SA,,,83.0,2022-03-26,1331.0,,,,,,,,,,,,,
TAS,,,6.0,2022-03-26,195.0,,,,,,,,,,,,,
VIC,,,930.0,2022-03-26,6355.0,,,,,,,,,,,,,
WA,,,9.0,2022-03-26,552.0,,,,,,,,,,,,,
Australia,,,1831.0,2022-03-27,20708.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-27,194.0,,,,,,,,,,,,,
NSW,,,545.0,2022-03-27,8048.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-27,95.0,,,,,,,,,,,,,
QLD,,,238.0,2022-03-27,3938.0,,,,,,,,,,,,,
SA,,,83.0,2022-03-27,1331.0,,,,,,,,,,,,,
TAS,,,6.0,2022-03-27,195.0,,,,,,,,,,,,,
VIC,,,930.0,2022-03-27,6355.0,,,,,,,,,,,,,
WA,,,9.0,2022-03-27,552.0,,,,,,,,,,,,,
Australia,,,1845.0,2022-03-28,21104.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-28,200.0,,,,,,,,,,,,,
NSW,,,547.0,2022-03-28,8250.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-28,94.0,,,,,,,,,,,,,
QLD,,,238.0,2022-03-28,3941.0,,,,,,,,,,,,,
SA,,,87.0,2022-03-28,1359.0,,,,,,,,,,,,,
TAS,,,6.0,2022-03-28,215.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-28,6413.0,,,,,,,,,,,,,
WA,,,13.0,2022-03-28,633.0,,,,,,,,,,,,,
Australia,,,1837.0,2022-03-29,21198.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-29,201.0,,,,,,,,,,,,,
NSW,,,542.0,2022-03-29,8206.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-29,92.0,,,,,,,,,,,,,
QLD,,,238.0,2022-03-29,3983.0,,,,,,,,,,,,,
SA,,,86.0,2022-03-29,1389.0,,,,,,,,,,,,,
TAS,,,7.0,2022-03-29,212.0,,,,,,,,,,,,,
VIC,,,932.0,2022-03-29,6455.0,,,,,,,,,,,,,
WA,,,13.0,2022-03-29,660.0,,,,,,,,,,,,,
Australia,,,1849.0,2022-03-30,21412.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-30,202.0,,,,,,,,,,,,,
NSW,,,546.0,2022-03-30,8307.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-30,92.0,,,,,,,,,,,,,
QLD,,,237.0,2022-03-30,4017.0,,,,,,,,,,,,,
SA,,,88.0,2022-03-30,1397.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-30,216.0,,,,,,,,,,,,,
VIC,,,933.0,2022-03-30,6495.0,,,,,,,,,,,,,
WA,,,18.0,2022-03-30,686.0,,,,,,,,,,,,,
Australia,,,1862.0,2022-03-31,22017.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-31,215.0,,,,,,,,,,,,,
NSW,,,548.0,2022-03-31,8633.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-31,92.0,,,,,,,,,,,,,
QLD,,,240.0,2022-03-31,4061.0,,,,,,,,,,,,,
SA,,,89.0,2022-03-31,1444.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-31,230.0,,,,,,,,,,,,,
VIC,,,935.0,2022-03-31,6611.0,,,,,,,,,,,,,
WA,,,23.0,2022-03-31,731.0,,,,,,,,,,,,,
Australia,,,1934.0,2022-04-01,22168.0,,,,,,,,,,,,,
ACT,,,15.0,2022-04-01,219.0,,,,,,,,,,,,,
NSW,,,614.0,2022-04-01,8639.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-01,92.0,,,,,,,,,,,,,
QLD,,,242.0,2022-04-01,4092.0,,,,,,,,,,,,,
SA,,,90.0,2022-04-01,1459.0,,,,,,,,,,,,,
TAS,,,8.0,2022-04-01,224.0,,,,,,,,,,,,,
VIC,,,936.0,2022-04-01,6647.0,,,,,,,,,,,,,
WA,,,25.0,2022-04-01,796.0,,,,,,,,,,,,,
Australia,,,1934.0,2022-04-02,22168.0,,,,,,,,,,,,,
ACT,,,15.0,2022-04-02,219.0,,,,,,,,,,,,,
NSW,,,614.0,2022-04-02,8639.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-02,92.0,,,,,,,,,,,,,
QLD,,,242.0,2022-04-02,4092.0,,,,,,,,,,,,,
SA,,,90.0,2022-04-02,1459.0,,,,,,,,,,,,,
TAS,,,8.0,2022-04-02,224.0,,,,,,,,,,,,,
VIC,,,936.0,2022-04-02,6647.0,,,,,,,,,,,,,
WA,,,25.0,2022-04-02,796.0,,,,,,,,,,,,,
Australia,,,1934.0,2022-04-03,22168.0,,,,,,,,,,,,,
ACT,,,15.0,2022-04-03,219.0,,,,,,,,,,,,,
NSW,,,614.0,2022-04-03,8639.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-03,92.0,,,,,,,,,,,,,
QLD,,,242.0,2022-04-03,4092.0,,,,,,,,,,,,,
SA,,,90.0,2022-04-03,1459.0,,,,,,,,,,,,,
TAS,,,8.0,2022-04-03,224.0,,,,,,,,,,,,,
VIC,,,936.0,2022-04-03,6647.0,,,,,,,,,,,,,
WA,,,25.0,2022-04-03,796.0,,,,,,,,,,,,,
Australia,,,1942.0,2022-04-04,22686.0,,,,,,,,,,,,,
ACT,,,15.0,2022-04-04,221.0,,,,,,,,,,,,,
NSW,,,619.0,2022-04-04,8856.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-04,92.0,,,,,,,,,,,,,
QLD,,,241.0,2022-04-04,4166.0,,,,,,,,,,,,,
SA,,,93.0,2022-04-04,1490.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-04,255.0,,,,,,,,,,,,,
VIC,,,935.0,2022-04-04,6747.0,,,,,,,,,,,,,
WA,,,28.0,2022-04-04,859.0,,,,,,,,,,,,,
Australia,,,1950.0,2022-04-05,23062.0,,,,,,,,,,,,,
ACT,,,15.0,2022-04-05,223.0,,,,,,,,,,,,,
NSW,,,623.0,2022-04-05,9042.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-05,93.0,,,,,,,,,,,,,
QLD,,,245.0,2022-04-05,4201.0,,,,,,,,,,,,,
SA,,,93.0,2022-04-05,1525.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-05,284.0,,,,,,,,,,,,,
VIC,,,935.0,2022-04-05,6834.0,,,,,,,,,,,,,
WA,,,28.0,2022-04-05,860.0,,,,,,,,,,,,,
Australia,,,1963.0,2022-04-06,23428.0,,,,,,,,,,,,,
ACT,,,16.0,2022-04-06,233.0,,,,,,,,,,,,,
NSW,,,629.0,2022-04-06,9185.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-06,93.0,,,,,,,,,,,,,
QLD,,,247.0,2022-04-06,4251.0,,,,,,,,,,,,,
SA,,,95.0,2022-04-06,1575.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-06,312.0,,,,,,,,,,,,,
VIC,,,936.0,2022-04-06,6891.0,,,,,,,,,,,,,
WA,,,29.0,2022-04-06,888.0,,,,,,,,,,,,,
Australia,,,1971.0,2022-04-07,23866.0,,,,,,,,,,,,,
ACT,,,16.0,2022-04-07,235.0,,,,,,,,,,,,,
NSW,,,631.0,2022-04-07,9288.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-07,93.0,,,,,,,,,,,,,
QLD,,,247.0,2022-04-07,4314.0,,,,,,,,,,,,,
SA,,,97.0,2022-04-07,1613.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-07,341.0,,,,,,,,,,,,,
VIC,,,937.0,2022-04-07,7025.0,,,,,,,,,,,,,
WA,,,32.0,2022-04-07,957.0,,,,,,,,,,,,,
Australia,,,1974.0,2022-04-08,24219.0,,,,,,,,,,,,,
ACT,,,16.0,2022-04-08,237.0,,,,,,,,,,,,,
NSW,,,630.0,2022-04-08,9413.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-08,93.0,,,,,,,,,,,,,
QLD,,,248.0,2022-04-08,4345.0,,,,,,,,,,,,,
SA,,,98.0,2022-04-08,1653.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-08,347.0,,,,,,,,,,,,,
VIC,,,938.0,2022-04-08,7135.0,,,,,,,,,,,,,
WA,,,33.0,2022-04-08,996.0,,,,,,,,,,,,,
Australia,,,1974.0,2022-04-09,24219.0,,,,,,,,,,,,,
ACT,,,16.0,2022-04-09,237.0,,,,,,,,,,,,,
NSW,,,630.0,2022-04-09,9413.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-09,93.0,,,,,,,,,,,,,
QLD,,,248.0,2022-04-09,4345.0,,,,,,,,,,,,,
SA,,,98.0,2022-04-09,1653.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-09,347.0,,,,,,,,,,,,,
VIC,,,938.0,2022-04-09,7135.0,,,,,,,,,,,,,
WA,,,33.0,2022-04-09,996.0,,,,,,,,,,,,,
Australia,,,1974.0,2022-04-10,24219.0,,,,,,,,,,,,,
ACT,,,16.0,2022-04-10,237.0,,,,,,,,,,,,,
NSW,,,630.0,2022-04-10,9413.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-10,93.0,,,,,,,,,,,,,
QLD,,,248.0,2022-04-10,4345.0,,,,,,,,,,,,,
SA,,,98.0,2022-04-10,1653.0,,,,,,,,,,,,,
TAS,,,7.0,2022-04-10,347.0,,,,,,,,,,,,,
VIC,,,938.0,2022-04-10,7135.0,,,,,,,,,,,,,
WA,,,33.0,2022-04-10,996.0,,,,,,,,,,,,,
Australia,,,1984.0,2022-04-11,24815.0,,,,,,,,,,,,,
ACT,,,17.0,2022-04-11,237.0,,,,,,,,,,,,,
NSW,,,637.0,2022-04-11,9656.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-11,93.0,,,,,,,,,,,,,
QLD,,,248.0,2022-04-11,4401.0,,,,,,,,,,,,,
SA,,,98.0,2022-04-11,1718.0,,,,,,,,,,,,,
TAS,,,8.0,2022-04-11,369.0,,,,,,,,,,,,,
VIC,,,938.0,2022-04-11,7336.0,,,,,,,,,,,,,
WA,,,34.0,2022-04-11,1005.0,,,,,,,,,,,,,
Australia,,,1994.0,2022-04-12,25405.0,,,,,,,,,,,,,
ACT,,,17.0,2022-04-12,237.0,,,,,,,,,,,,,
NSW,,,643.0,2022-04-12,9800.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-12,94.0,,,,,,,,,,,,,
QLD,,,249.0,2022-04-12,4535.0,,,,,,,,,,,,,
SA,,,97.0,2022-04-12,1744.0,,,,,,,,,,,,,
TAS,,,9.0,2022-04-12,396.0,,,,,,,,,,,,,
VIC,,,941.0,2022-04-12,7573.0,,,,,,,,,,,,,
WA,,,34.0,2022-04-12,1026.0,,,,,,,,,,,,,
Australia,,,1994.0,2022-04-13,25405.0,,,,,,,,,,,,,
ACT,,,17.0,2022-04-13,237.0,,,,,,,,,,,,,
NSW,,,643.0,2022-04-13,9800.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-13,94.0,,,,,,,,,,,,,
QLD,,,249.0,2022-04-13,4535.0,,,,,,,,,,,,,
SA,,,97.0,2022-04-13,1744.0,,,,,,,,,,,,,
TAS,,,9.0,2022-04-13,396.0,,,,,,,,,,,,,
VIC,,,941.0,2022-04-13,7573.0,,,,,,,,,,,,,
WA,,,34.0,2022-04-13,1026.0,,,,,,,,,,,,,
Australia,,,2024.0,2022-04-14,26461.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-14,240.0,,,,,,,,,,,,,
NSW,,,655.0,2022-04-14,10165.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-14,96.0,,,,,,,,,,,,,
QLD,,,258.0,2022-04-14,4730.0,,,,,,,,,,,,,
SA,,,99.0,2022-04-14,1839.0,,,,,,,,,,,,,
TAS,,,10.0,2022-04-14,461.0,,,,,,,,,,,,,
VIC,,,943.0,2022-04-14,7797.0,,,,,,,,,,,,,
WA,,,36.0,2022-04-14,1133.0,,,,,,,,,,,,,
Australia,,,2024.0,2022-04-15,26461.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-15,240.0,,,,,,,,,,,,,
NSW,,,655.0,2022-04-15,10165.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-15,96.0,,,,,,,,,,,,,
QLD,,,258.0,2022-04-15,4730.0,,,,,,,,,,,,,
SA,,,99.0,2022-04-15,1839.0,,,,,,,,,,,,,
TAS,,,10.0,2022-04-15,461.0,,,,,,,,,,,,,
VIC,,,943.0,2022-04-15,7797.0,,,,,,,,,,,,,
WA,,,36.0,2022-04-15,1133.0,,,,,,,,,,,,,
Australia,,,2024.0,2022-04-16,26461.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-16,240.0,,,,,,,,,,,,,
NSW,,,655.0,2022-04-16,10165.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-16,96.0,,,,,,,,,,,,,
QLD,,,258.0,2022-04-16,4730.0,,,,,,,,,,,,,
SA,,,99.0,2022-04-16,1839.0,,,,,,,,,,,,,
TAS,,,10.0,2022-04-16,461.0,,,,,,,,,,,,,
VIC,,,943.0,2022-04-16,7797.0,,,,,,,,,,,,,
WA,,,36.0,2022-04-16,1133.0,,,,,,,,,,,,,
Australia,,,2024.0,2022-04-17,26461.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-17,240.0,,,,,,,,,,,,,
NSW,,,655.0,2022-04-17,10165.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-17,96.0,,,,,,,,,,,,,
QLD,,,258.0,2022-04-17,4730.0,,,,,,,,,,,,,
SA,,,99.0,2022-04-17,1839.0,,,,,,,,,,,,,
TAS,,,10.0,2022-04-17,461.0,,,,,,,,,,,,,
VIC,,,943.0,2022-04-17,7797.0,,,,,,,,,,,,,
WA,,,36.0,2022-04-17,1133.0,,,,,,,,,,,,,
Australia,,,2024.0,2022-04-18,26461.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-18,240.0,,,,,,,,,,,,,
NSW,,,655.0,2022-04-18,10165.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-18,96.0,,,,,,,,,,,,,
QLD,,,258.0,2022-04-18,4730.0,,,,,,,,,,,,,
SA,,,99.0,2022-04-18,1839.0,,,,,,,,,,,,,
TAS,,,10.0,2022-04-18,461.0,,,,,,,,,,,,,
VIC,,,943.0,2022-04-18,7797.0,,,,,,,,,,,,,
WA,,,36.0,2022-04-18,1133.0,,,,,,,,,,,,,
Australia,,,2051.0,2022-04-19,27619.0,,,,,,,,,,,,,
ACT,,,19.0,2022-04-19,240.0,,,,,,,,,,,,,
NSW,,,667.0,2022-04-19,10527.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-19,98.0,,,,,,,,,,,,,
QLD,,,260.0,2022-04-19,4856.0,,,,,,,,,,,,,
SA,,,102.0,2022-04-19,2011.0,,,,,,,,,,,,,
TAS,,,13.0,2022-04-19,521.0,,,,,,,,,,,,,
VIC,,,945.0,2022-04-19,8143.0,,,,,,,,,,,,,
WA,,,41.0,2022-04-19,1223.0,,,,,,,,,,,,,
Australia,,,2065.0,2022-04-20,28412.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-20,241.0,,,,,,,,,,,,,
NSW,,,675.0,2022-04-20,10791.0,,,,,,,,,,,,,
NT,,,4.0,2022-04-20,100.0,,,,,,,,,,,,,
QLD,,,265.0,2022-04-20,5082.0,,,,,,,,,,,,,
SA,,,102.0,2022-04-20,2073.0,,,,,,,,,,,,,
TAS,,,14.0,2022-04-20,535.0,,,,,,,,,,,,,
VIC,,,946.0,2022-04-20,8337.0,,,,,,,,,,,,,
WA,,,41.0,2022-04-20,1253.0,,,,,,,,,,,,,
Australia,,,2085.0,2022-04-21,29024.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-21,244.0,,,,,,,,,,,,,
NSW,,,682.0,2022-04-21,10944.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-21,99.0,,,,,,,,,,,,,
QLD,,,266.0,2022-04-21,5182.0,,,,,,,,,,,,,
SA,,,103.0,2022-04-21,2130.0,,,,,,,,,,,,,
TAS,,,16.0,2022-04-21,546.0,,,,,,,,,,,,,
VIC,,,951.0,2022-04-21,8566.0,,,,,,,,,,,,,
WA,,,44.0,2022-04-21,1313.0,,,,,,,,,,,,,
Australia,,,2096.0,2022-04-22,29444.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-22,254.0,,,,,,,,,,,,,
NSW,,,685.0,2022-04-22,11042.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-22,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-22,5247.0,,,,,,,,,,,,,
SA,,,105.0,2022-04-22,2187.0,,,,,,,,,,,,,
TAS,,,16.0,2022-04-22,552.0,,,,,,,,,,,,,
VIC,,,953.0,2022-04-22,8689.0,,,,,,,,,,,,,
WA,,,45.0,2022-04-22,1374.0,,,,,,,,,,,,,
Australia,,,2096.0,2022-04-23,29444.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-23,254.0,,,,,,,,,,,,,
NSW,,,685.0,2022-04-23,11042.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-23,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-23,5247.0,,,,,,,,,,,,,
SA,,,105.0,2022-04-23,2187.0,,,,,,,,,,,,,
TAS,,,16.0,2022-04-23,552.0,,,,,,,,,,,,,
VIC,,,953.0,2022-04-23,8689.0,,,,,,,,,,,,,
WA,,,45.0,2022-04-23,1374.0,,,,,,,,,,,,,
Australia,,,2096.0,2022-04-24,29444.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-24,254.0,,,,,,,,,,,,,
NSW,,,685.0,2022-04-24,11042.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-24,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-24,5247.0,,,,,,,,,,,,,
SA,,,105.0,2022-04-24,2187.0,,,,,,,,,,,,,
TAS,,,16.0,2022-04-24,552.0,,,,,,,,,,,,,
VIC,,,953.0,2022-04-24,8689.0,,,,,,,,,,,,,
WA,,,45.0,2022-04-24,1374.0,,,,,,,,,,,,,
Australia,,,2096.0,2022-04-25,29444.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-25,254.0,,,,,,,,,,,,,
NSW,,,685.0,2022-04-25,11042.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-25,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-25,5247.0,,,,,,,,,,,,,
SA,,,105.0,2022-04-25,2187.0,,,,,,,,,,,,,
TAS,,,16.0,2022-04-25,552.0,,,,,,,,,,,,,
VIC,,,953.0,2022-04-25,8689.0,,,,,,,,,,,,,
WA,,,45.0,2022-04-25,1374.0,,,,,,,,,,,,,
Australia,,,2135.0,2022-04-26,30494.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-26,258.0,,,,,,,,,,,,,
NSW,,,699.0,2022-04-26,11481.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-26,99.0,,,,,,,,,,,,,
QLD,,,272.0,2022-04-26,5322.0,,,,,,,,,,,,,
SA,,,116.0,2022-04-26,2296.0,,,,,,,,,,,,,
TAS,,,18.0,2022-04-26,570.0,,,,,,,,,,,,,
VIC,,,959.0,2022-04-26,8979.0,,,,,,,,,,,,,
WA,,,48.0,2022-04-26,1489.0,,,,,,,,,,,,,
Australia,,,2159.0,2022-04-27,31076.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-27,264.0,,,,,,,,,,,,,
NSW,,,716.0,2022-04-27,11635.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-27,99.0,,,,,,,,,,,,,
QLD,,,274.0,2022-04-27,5424.0,,,,,,,,,,,,,
SA,,,116.0,2022-04-27,2356.0,,,,,,,,,,,,,
TAS,,,18.0,2022-04-27,576.0,,,,,,,,,,,,,
VIC,,,962.0,2022-04-27,9196.0,,,,,,,,,,,,,
WA,,,50.0,2022-04-27,1526.0,,,,,,,,,,,,,
Australia,,,2169.0,2022-04-28,31710.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-28,271.0,,,,,,,,,,,,,
NSW,,,723.0,2022-04-28,11819.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-28,99.0,,,,,,,,,,,,,
QLD,,,268.0,2022-04-28,5522.0,,,,,,,,,,,,,
SA,,,126.0,2022-04-28,2442.0,,,,,,,,,,,,,
TAS,,,14.0,2022-04-28,597.0,,,,,,,,,,,,,
VIC,,,964.0,2022-04-28,9382.0,,,,,,,,,,,,,
WA,,,51.0,2022-04-28,1578.0,,,,,,,,,,,,,
Australia,,,2181.0,2022-04-29,32184.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-29,273.0,,,,,,,,,,,,,
NSW,,,729.0,2022-04-29,11972.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-29,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-29,5580.0,,,,,,,,,,,,,
SA,,,127.0,2022-04-29,2518.0,,,,,,,,,,,,,
TAS,,,14.0,2022-04-29,603.0,,,,,,,,,,,,,
VIC,,,966.0,2022-04-29,9526.0,,,,,,,,,,,,,
WA,,,53.0,2022-04-29,1613.0,,,,,,,,,,,,,
Australia,,,2181.0,2022-04-30,32184.0,,,,,,,,,,,,,
ACT,,,18.0,2022-04-30,273.0,,,,,,,,,,,,,
NSW,,,729.0,2022-04-30,11972.0,,,,,,,,,,,,,
NT,,,5.0,2022-04-30,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-04-30,5580.0,,,,,,,,,,,,,
SA,,,127.0,2022-04-30,2518.0,,,,,,,,,,,,,
TAS,,,14.0,2022-04-30,603.0,,,,,,,,,,,,,
VIC,,,966.0,2022-04-30,9526.0,,,,,,,,,,,,,
WA,,,53.0,2022-04-30,1613.0,,,,,,,,,,,,,
Australia,,,2181.0,2022-05-01,32184.0,,,,,,,,,,,,,
ACT,,,18.0,2022-05-01,273.0,,,,,,,,,,,,,
NSW,,,729.0,2022-05-01,11972.0,,,,,,,,,,,,,
NT,,,5.0,2022-05-01,99.0,,,,,,,,,,,,,
QLD,,,269.0,2022-05-01,5580.0,,,,,,,,,,,,,
SA,,,127.0,2022-05-01,2518.0,,,,,,,,,,,,,
TAS,,,14.0,2022-05-01,603.0,,,,,,,,,,,,,
VIC,,,966.0,2022-05-01,9526.0,,,,,,,,,,,,,
WA,,,53.0,2022-05-01,1613.0,,,,,,,,,,,,,
Australia,,,2210.0,2022-05-02,33052.0,,,,,,,,,,,,,
ACT,,,19.0,2022-05-02,310.0,,,,,,,,,,,,,
NSW,,,730.0,2022-05-02,12157.0,,,,,,,,,,,,,
NT,,,6.0,2022-05-02,98.0,,,,,,,,,,,,,
QLD,,,271.0,2022-05-02,5622.0,,,,,,,,,,,,,
SA,,,133.0,2022-05-02,2665.0,,,,,,,,,,,,,
TAS,,,15.0,2022-05-02,651.0,,,,,,,,,,,,,
VIC,,,977.0,2022-05-02,9829.0,,,,,,,,,,,,,
WA,,,59.0,2022-05-02,1720.0,,,,,,,,,,,,,
Australia,,,2220.0,2022-05-03,33501.0,,,,,,,,,,,,,
ACT,,,19.0,2022-05-03,324.0,,,,,,,,,,,,,
NSW,,,733.0,2022-05-03,12341.0,,,,,,,,,,,,,
NT,,,6.0,2022-05-03,98.0,,,,,,,,,,,,,
QLD,,,271.0,2022-05-03,5647.0,,,,,,,,,,,,,
SA,,,135.0,2022-05-03,2749.0,,,,,,,,,,,,,
TAS,,,15.0,2022-05-03,642.0,,,,,,,,,,,,,
VIC,,,980.0,2022-05-03,9939.0,,,,,,,,,,,,,
WA,,,61.0,2022-05-03,1761.0,,,,,,,,,,,,,
